feedback_id,source,app_name,feedback_text,rating,created_date,language,platform,feedback_length,feedback_word_count,has_question,has_exclamation,is_feature_request,issue_type,primary_issue_type,has_rating,has_feedback_text
FDBK00160,Support Ticket,Uber Eats,My saved address disappeared after the app update. While ordering from a saved address. It happened more than once. This needs attention.,4.0,2026-03-29,Tamil,iOS,137,22,0,0,0,account,account,1,1
FDBK00161,Survey,Uber Eats,The app gave an inaccurate delivery estimate. When switching between wi-fi and mobile data. It happened more than once. This needs attention.,2.0,2026-04-13,English,Android,141,22,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00162,Support Ticket,DoorDash,The app is easy to use and checkout is very smooth. During the evening. It happened more than once. This needs attention.,5.0,2026-01-26,English,Web,121,22,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00163,Social Media,Swiggy,The app crashes whenever I open the orders page. After placing a second order. It happened more than once. This needs attention.,4.0,2025-10-09,Telugu,Web,128,22,0,0,0,app_crash,app_crash,1,1
FDBK00164,Support Ticket,Zomato,The new interface is confusing and navigation takes too many steps. When several items are in the cart. It happened more than once. This needs attention.,4.0,2025-10-21,Tamil,Android,153,26,0,0,0,ui_ux|cart_checkout,ui_ux,1,1
FDBK00165,Google Play,Swiggy,The app takes too long to load even on a fast connection. While checking a previous order. It happened more than once. This needs attention.,5.0,2025-09-14,English,Web,140,25,0,0,0,performance,performance,1,1
FDBK00166,App Store,Swiggy,I cannot log in after the latest update. After the latest update. This has happened several times today. This needs attention.,5.0,2025-04-02,English,iOS,126,21,0,0,0,login_auth,login_auth,1,1
FDBK00167,App Store,Grubhub,Money was deducted but the order was not confirmed. On my android phone. This has happened several times today. This needs attention.,2.0,2026-02-03,English,iOS,133,22,0,0,0,payment,payment,1,1
FDBK00168,Survey,DoorDash,The order tracking map stopped updating. On my iphone. This has happened several times today. This needs attention.,,2025-06-18,Tamil,iOS,115,18,0,0,0,order_tracking,order_tracking,0,1
FDBK00169,App Store,Zomato,I did not receive the order confirmation notification. When using mobile data. This has happened several times today. This needs attention.,1.0,2025-04-28,Tamil,Web,139,21,0,0,0,notifications,notifications,1,1
FDBK00170,Survey,Swiggy,Search results are not relevant to what I type. After reopening the app. This has happened several times today. This needs attention.,1.0,2026-07-25,English,Android,133,22,0,0,0,search,search,1,1
FDBK00171,Social Media,DoorDash,Items disappear from my cart before checkout. During a busy lunch period. This has happened several times today. This needs attention.,5.0,2026-11-04,Telugu,Web,134,21,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00172,App Store,Uber Eats,Please add dark mode to the app. While using the latest app version. This has happened several times today. This needs attention.,5.0,2026-01-16,English,iOS,129,22,0,0,1,feature_request,feature_request,1,1
FDBK00173,Survey,DoorDash,I cannot reach a real support agent through the app. When trying to complete checkout. This has happened several times today. This needs attention.,5.0,2025-08-15,Tamil,Web,147,24,0,0,0,cart_checkout|customer_support,cart_checkout,1,1
FDBK00174,Google Play,DoorDash,My saved address disappeared after the app update. After returning to the app. This has happened several times today. This needs attention.,1.0,2025-04-30,Hindi,Android,139,22,0,0,0,account,account,1,1
FDBK00175,App Store,Uber Eats,The app gave an inaccurate delivery estimate. While ordering from a saved address. This has happened several times today. This needs attention.,4.0,2025-10-04,Hindi,iOS,143,22,0,0,0,account,account,1,1
FDBK00176,Social Media,Zomato,The app is easy to use and checkout is very smooth. When switching between wi-fi and mobile data. This has happened several times today. This needs attention.,5.0,2026-07-08,Hindi,Android,158,27,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00177,Google Play,DoorDash,The app crashes whenever I open the orders page. During the evening. This has happened several times today. This needs attention.,2.0,2026-05-17,English,Web,129,21,0,0,0,app_crash,app_crash,1,1
FDBK00178,Support Ticket,Swiggy,The new interface is confusing and navigation takes too many steps. After placing a second order. This has happened several times today. This needs attention.,,2026-01-04,Tamil,iOS,158,25,0,0,0,ui_ux,ui_ux,0,1
FDBK00179,Survey,DoorDash,The app takes too long to load even on a fast connection. When several items are in the cart. This has happened several times today. This needs attention.,1.0,2026-12-07,English,Android,154,28,0,0,0,performance|cart_checkout,performance,1,1
FDBK00180,App Store,Grubhub,I cannot log in after the latest update. While checking a previous order. This has happened several times today. This needs attention.,5.0,2026-04-11,English,Android,134,22,0,0,0,login_auth,login_auth,1,1
FDBK00181,Email,Zomato,Money was deducted but the order was not confirmed. After the latest update. I had to restart the app to continue. This needs attention.,2.0,2025-08-12,English,Android,136,24,0,0,0,payment,payment,1,1
FDBK00182,App Store,Grubhub,The order tracking map stopped updating. On my android phone. I had to restart the app to continue. This needs attention.,2.0,2025-10-08,English,iOS,121,21,0,0,0,order_tracking,order_tracking,1,1
FDBK00183,Support Ticket,Zomato,I did not receive the order confirmation notification. On my iphone. I had to restart the app to continue. This needs attention.,4.0,2025-05-29,English,Android,128,22,0,0,0,notifications,notifications,1,1
FDBK00184,App Store,Grubhub,Search results are not relevant to what I type. When using mobile data. I had to restart the app to continue. This needs attention.,2.0,2025-05-15,English,Android,131,24,0,0,0,search,search,1,1
FDBK00185,App Store,Uber Eats,Items disappear from my cart before checkout. After reopening the app. I had to restart the app to continue. This needs attention.,1.0,2025-06-28,Telugu,Android,130,22,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00186,Support Ticket,Grubhub,Please add dark mode to the app. During a busy lunch period. I had to restart the app to continue. This needs attention.,3.0,2025-03-07,Telugu,Android,120,23,0,0,1,feature_request,feature_request,1,1
FDBK00187,Google Play,Grubhub,I cannot reach a real support agent through the app. While using the latest app version. I had to restart the app to continue. This needs attention.,4.0,2026-08-04,English,Web,148,27,0,0,0,customer_support,customer_support,1,1
FDBK00188,Survey,Uber Eats,My saved address disappeared after the app update. When trying to complete checkout. I had to restart the app to continue. This needs attention.,3.0,2025-02-01,Tamil,Android,144,24,0,0,0,cart_checkout|account,cart_checkout,1,1
FDBK00189,Google Play,DoorDash,The app gave an inaccurate delivery estimate. After returning to the app. I had to restart the app to continue. This needs attention.,1.0,2026-05-18,Telugu,Android,133,23,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00190,Email,Grubhub,The app is easy to use and checkout is very smooth. While ordering from a saved address. I had to restart the app to continue. This needs attention.,5.0,2025-09-03,Telugu,iOS,148,28,0,0,0,cart_checkout|account,cart_checkout,1,1
FDBK00191,Email,Grubhub,The app crashes whenever I open the orders page. When switching between wi-fi and mobile data. I had to restart the app to continue. This needs attention.,3.0,2026-01-26,Hindi,Android,154,27,0,0,0,app_crash,app_crash,1,1
FDBK00192,Survey,Zomato,The new interface is confusing and navigation takes too many steps. During the evening. I had to restart the app to continue. This needs attention.,3.0,2025-04-28,Hindi,iOS,147,25,0,0,0,ui_ux,ui_ux,1,1
FDBK00193,Social Media,Swiggy,The app takes too long to load even on a fast connection. After placing a second order. I had to restart the app to continue. This needs attention.,3.0,2026-04-10,English,Web,147,28,0,0,0,performance,performance,1,1
FDBK00194,App Store,Uber Eats,I cannot log in after the latest update. When several items are in the cart. I had to restart the app to continue. This needs attention.,2.0,2025-11-17,English,Android,136,26,0,0,0,login_auth|cart_checkout,login_auth,1,1
FDBK00195,Google Play,DoorDash,Money was deducted but the order was not confirmed. While checking a previous order. I had to restart the app to continue. This needs attention.,3.0,2025-03-29,English,Android,144,25,0,0,0,payment,payment,1,1
FDBK00196,Google Play,Uber Eats,The order tracking map stopped updating. After the latest update. I had to try the same action again. This needs attention.,5.0,2026-07-30,English,Web,123,21,0,0,0,order_tracking,order_tracking,1,1
FDBK00197,Support Ticket,DoorDash,I did not receive the order confirmation notification. On my android phone. I had to try the same action again. This needs attention.,4.0,2025-02-22,English,Android,133,23,0,0,0,notifications,notifications,1,1
FDBK00198,Google Play,DoorDash,Search results are not relevant to what I type. On my iphone. I had to try the same action again. This needs attention.,2.0,2025-06-08,Telugu,iOS,119,23,0,0,0,search,search,1,1
FDBK00199,App Store,Uber Eats,Items disappear from my cart before checkout. When using mobile data. I had to try the same action again. This needs attention.,4.0,2025-04-28,Telugu,Android,127,22,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00200,Support Ticket,DoorDash,Please add dark mode to the app. After reopening the app. I had to try the same action again. This needs attention.,2.0,2025-10-01,English,iOS,115,22,0,0,1,feature_request,feature_request,1,1
FDBK00201,App Store,Grubhub,I cannot reach a real support agent through the app. During a busy lunch period. I had to try the same action again. This needs attention.,,2025-07-01,Tamil,Web,138,26,0,0,0,customer_support,customer_support,0,1
FDBK00202,Social Media,Swiggy,My saved address disappeared after the app update. While using the latest app version. I had to try the same action again. This needs attention.,5.0,2025-03-13,English,Android,144,25,0,0,0,account,account,1,1
FDBK00203,Support Ticket,Zomato,The app gave an inaccurate delivery estimate. When trying to complete checkout. I had to try the same action again. This needs attention.,3.0,2026-01-21,English,iOS,137,23,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00204,App Store,Zomato,The app is easy to use and checkout is very smooth. After returning to the app. I had to try the same action again. This needs attention.,4.0,2025-11-29,Telugu,Android,137,27,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00205,Social Media,Uber Eats,The app crashes whenever I open the orders page. While ordering from a saved address. I had to try the same action again. This needs attention.,3.0,2025-03-25,Hindi,Web,143,26,0,0,0,app_crash|account,app_crash,1,1
FDBK00206,Email,Swiggy,The new interface is confusing and navigation takes too many steps. When switching between wi-fi and mobile data. I had to try the same action again. This needs attention.,2.0,2026-01-03,English,Web,171,29,0,0,0,ui_ux,ui_ux,1,1
FDBK00207,Social Media,Grubhub,The app takes too long to load even on a fast connection. During the evening. I had to try the same action again. This needs attention.,5.0,2025-04-24,Hindi,iOS,135,26,0,0,0,performance,performance,1,1
FDBK00208,Email,Swiggy,I cannot log in after the latest update. After placing a second order. I had to try the same action again. This needs attention.,3.0,2025-02-16,English,Android,128,24,0,0,0,login_auth,login_auth,1,1
FDBK00209,App Store,DoorDash,Money was deducted but the order was not confirmed. When several items are in the cart. I had to try the same action again. This needs attention.,,2025-05-11,English,iOS,145,27,0,0,0,payment|cart_checkout,payment,0,1
FDBK00210,Social Media,Uber Eats,The order tracking map stopped updating. While checking a previous order. I had to try the same action again. This needs attention.,3.0,2025-05-03,English,Android,131,22,0,0,0,order_tracking,order_tracking,1,1
FDBK00211,Email,DoorDash,I did not receive the order confirmation notification. After the latest update. The problem made the order process difficult. This needs attention.,4.0,2026-01-25,English,Web,147,22,0,0,0,notifications,notifications,1,1
FDBK00212,Survey,Swiggy,Search results are not relevant to what I type. On my android phone. The problem made the order process difficult. This needs attention.,1.0,2025-02-13,English,Web,136,23,0,0,0,search,search,1,1
FDBK00213,Google Play,Uber Eats,Items disappear from my cart before checkout. On my iphone. The problem made the order process difficult. This needs attention.,2.0,2026-02-19,English,iOS,127,20,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00214,Social Media,DoorDash,Please add dark mode to the app. When using mobile data. The problem made the order process difficult. This needs attention.,,2025-06-25,English,Web,124,21,0,0,1,feature_request,feature_request,0,1
FDBK00215,Email,Uber Eats,I cannot reach a real support agent through the app. After reopening the app. The problem made the order process difficult. This needs attention.,3.0,2025-04-19,Telugu,Android,145,24,0,0,0,customer_support,customer_support,1,1
FDBK00216,Support Ticket,Zomato,My saved address disappeared after the app update. During a busy lunch period. The problem made the order process difficult. This needs attention.,5.0,2026-10-02,English,Android,146,23,0,0,0,account,account,1,1
FDBK00217,Email,Zomato,The app gave an inaccurate delivery estimate. While using the latest app version. The problem made the order process difficult. This needs attention.,4.0,2025-03-20,English,iOS,149,23,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00218,App Store,DoorDash,The app is easy to use and checkout is very smooth. When trying to complete checkout. The problem made the order process difficult. This needs attention.,4.0,2025-01-06,English,Android,153,26,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00219,Social Media,Uber Eats,The app crashes whenever I open the orders page. After returning to the app. The problem made the order process difficult. This needs attention.,2.0,2025-06-06,Hindi,Web,144,24,0,0,0,app_crash,app_crash,1,1
FDBK00220,Social Media,DoorDash,The new interface is confusing and navigation takes too many steps. While ordering from a saved address. The problem made the order process difficult. This needs attention.,,2026-02-08,English,Web,172,27,0,0,0,ui_ux|account,ui_ux,0,1
FDBK00221,Social Media,DoorDash,The app takes too long to load even on a fast connection. When switching between wi-fi and mobile data. The problem made the order process difficult. This needs attention.,3.0,2025-03-11,English,Android,171,29,0,0,0,performance,performance,1,1
FDBK00222,Survey,Uber Eats,I cannot log in after the latest update. During the evening. The problem made the order process difficult. This needs attention.,2.0,2025-12-27,English,Android,128,21,0,0,0,login_auth,login_auth,1,1
FDBK00223,Social Media,Swiggy,Money was deducted but the order was not confirmed. After placing a second order. The problem made the order process difficult. This needs attention.,1.0,2026-01-13,Telugu,Web,149,24,0,0,0,payment,payment,1,1
FDBK00224,Email,Zomato,The order tracking map stopped updating. When several items are in the cart. The problem made the order process difficult. This needs attention.,3.0,2026-04-19,English,Web,144,23,0,0,0,order_tracking|cart_checkout,order_tracking,1,1
FDBK00225,Survey,Swiggy,I did not receive the order confirmation notification. While checking a previous order. The problem made the order process difficult. This needs attention.,1.0,2026-05-29,English,Android,155,23,0,0,0,notifications,notifications,1,1
FDBK00226,App Store,Uber Eats,Search results are not relevant to what I type. After the latest update. The issue is still happening. This needs attention.,1.0,2026-01-06,Hindi,Android,124,21,0,0,0,search,search,1,1
FDBK00227,Survey,Uber Eats,Items disappear from my cart before checkout. On my android phone. The issue is still happening. This needs attention.,2.0,2026-08-01,English,Android,118,19,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00228,Google Play,Grubhub,Please add dark mode to the app. On my iphone. The issue is still happening. This needs attention.,2.0,2025-12-09,Tamil,Web,98,18,0,0,1,feature_request,feature_request,1,1
FDBK00229,Social Media,Grubhub,I cannot reach a real support agent through the app. When using mobile data. The issue is still happening. This needs attention.,5.0,2025-10-18,English,iOS,128,22,0,0,0,customer_support,customer_support,1,1
FDBK00230,Support Ticket,Uber Eats,My saved address disappeared after the app update. After reopening the app. The issue is still happening. This needs attention.,2.0,2025-03-25,English,Android,127,20,0,0,0,account,account,1,1
FDBK00231,Support Ticket,Zomato,The app gave an inaccurate delivery estimate. During a busy lunch period. The issue is still happening. This needs attention.,5.0,2025-11-14,Tamil,Android,125,20,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00232,Support Ticket,DoorDash,The app is easy to use and checkout is very smooth. While using the latest app version. The issue is still happening. This needs attention.,4.0,2026-10-03,English,Android,139,25,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00233,App Store,Zomato,The app crashes whenever I open the orders page. When trying to complete checkout. The issue is still happening. This needs attention.,2.0,2025-12-16,English,Android,134,22,0,0,0,app_crash|cart_checkout,app_crash,1,1
FDBK00234,Email,Grubhub,The new interface is confusing and navigation takes too many steps. After returning to the app. The issue is still happening. This needs attention.,4.0,2025-10-30,English,iOS,147,24,0,0,0,ui_ux,ui_ux,1,1
FDBK00235,App Store,Zomato,The app takes too long to load even on a fast connection. While ordering from a saved address. The issue is still happening. This needs attention.,2.0,2025-05-15,Tamil,Android,146,26,0,0,0,performance|account,performance,1,1
FDBK00236,Support Ticket,Zomato,I cannot log in after the latest update. When switching between wi-fi and mobile data. The issue is still happening. This needs attention.,3.0,2026-03-25,Hindi,iOS,138,23,0,0,0,login_auth,login_auth,1,1
FDBK00237,App Store,DoorDash,Money was deducted but the order was not confirmed. During the evening. The issue is still happening. This needs attention.,4.0,2026-05-04,Hindi,Android,123,20,0,0,0,payment,payment,1,1
FDBK00238,Support Ticket,Uber Eats,The order tracking map stopped updating. After placing a second order. The issue is still happening. This needs attention.,3.0,2026-01-12,Telugu,Web,122,19,0,0,0,order_tracking,order_tracking,1,1
FDBK00239,Email,Zomato,I did not receive the order confirmation notification. When several items are in the cart. The issue is still happening. This needs attention.,,2025-06-15,English,Android,142,23,0,0,0,notifications|cart_checkout,notifications,0,1
FDBK00240,Google Play,Grubhub,Search results are not relevant to what I type. While checking a previous order. The issue is still happening. This needs attention.,4.0,2026-08-05,English,iOS,132,22,0,0,0,search,search,1,1
FDBK00241,Survey,Grubhub,Items disappear from my cart before checkout. After the latest update. This worked correctly before. This needs attention.,2.0,2025-03-27,English,Web,122,18,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00242,Survey,DoorDash,Please add dark mode to the app. On my android phone. This worked correctly before. This needs attention.,,2025-04-04,English,Web,105,18,0,0,1,feature_request,feature_request,0,1
FDBK00243,Support Ticket,Zomato,I cannot reach a real support agent through the app. On my iphone. This worked correctly before. This needs attention.,4.0,2025-02-24,Hindi,Android,118,20,0,0,0,customer_support,customer_support,1,1
FDBK00244,Support Ticket,Swiggy,My saved address disappeared after the app update. When using mobile data. This worked correctly before. This needs attention.,1.0,2026-01-19,Tamil,iOS,126,19,0,0,0,account,account,1,1
FDBK00245,Support Ticket,Uber Eats,The app gave an inaccurate delivery estimate. After reopening the app. This worked correctly before. This needs attention.,1.0,2025-05-30,Tamil,Android,122,18,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00246,Google Play,Swiggy,The app is easy to use and checkout is very smooth. During a busy lunch period. This worked correctly before. This needs attention.,5.0,2026-04-26,English,iOS,131,23,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00247,Social Media,Grubhub,The app crashes whenever I open the orders page. While using the latest app version. This worked correctly before. This needs attention.,4.0,2025-09-08,Telugu,Web,136,22,0,0,0,app_crash,app_crash,1,1
FDBK00248,Support Ticket,Swiggy,The new interface is confusing and navigation takes too many steps. When trying to complete checkout. This worked correctly before. This needs attention.,2.0,2025-04-24,English,Android,153,23,0,0,0,ui_ux|cart_checkout,ui_ux,1,1
FDBK00249,Google Play,Uber Eats,The app takes too long to load even on a fast connection. After returning to the app. This worked correctly before. This needs attention.,1.0,2026-03-06,Telugu,Android,137,24,0,0,0,performance,performance,1,1
FDBK00250,App Store,DoorDash,I cannot log in after the latest update. While ordering from a saved address. This worked correctly before. This needs attention.,5.0,2026-12-06,Hindi,Android,129,21,0,0,0,login_auth|account,login_auth,1,1
FDBK00251,Survey,Zomato,Money was deducted but the order was not confirmed. When switching between wi-fi and mobile data. This worked correctly before. This needs attention.,4.0,2025-12-28,Tamil,Android,149,23,0,0,0,payment,payment,1,1
FDBK00252,Email,Grubhub,The order tracking map stopped updating. During the evening. This worked correctly before. This needs attention.,1.0,2026-06-21,Telugu,Android,112,16,0,0,0,order_tracking,order_tracking,1,1
FDBK00253,Social Media,Uber Eats,I did not receive the order confirmation notification. After placing a second order. This worked correctly before. This needs attention.,1.0,2026-02-04,English,iOS,136,20,0,0,0,notifications,notifications,1,1
FDBK00254,Google Play,DoorDash,Search results are not relevant to what I type. When several items are in the cart. This worked correctly before. This needs attention.,,2025-01-17,English,Android,135,23,0,0,0,search|cart_checkout,search,0,1
FDBK00255,Support Ticket,Grubhub,Items disappear from my cart before checkout. While checking a previous order. This worked correctly before. This needs attention.,1.0,2025-07-12,English,Android,130,19,0,0,0,cart_checkout,cart_checkout,1,1
FDBK00256,App Store,Zomato,Please add dark mode to the app. After the latest update. I expected the app to handle this more smoothly. This needs attention.,5.0,2026-04-21,English,Web,128,23,0,0,1,feature_request,feature_request,1,1
FDBK00257,Google Play,Zomato,I cannot reach a real support agent through the app. On my android phone. I expected the app to handle this more smoothly. This needs attention.,2.0,2025-07-02,English,iOS,144,26,0,0,0,customer_support,customer_support,1,1
FDBK00258,Email,Uber Eats,My saved address disappeared after the app update. On my iphone. I expected the app to handle this more smoothly. This needs attention.,,2025-11-14,English,Android,135,23,0,0,0,account,account,0,1
FDBK00259,Google Play,DoorDash,The app gave an inaccurate delivery estimate. When using mobile data. I expected the app to handle this more smoothly. This needs attention.,2.0,2025-07-15,English,Android,140,23,0,0,0,general_product_feedback,general_product_feedback,1,1
FDBK00260,Social Media,Uber Eats,The app is easy to use and checkout is very smooth. After reopening the app. I expected the app to handle this more smoothly. This needs attention.,5.0,2026-01-12,Hindi,iOS,147,27,0,0,0,cart_checkout,cart_checkout,1,1
